Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-06-08 00:00:00+07:00,-1.0403236566153877,-1.040733501233605,-1.0385316698590958,-1.0399330016116235,0.7877458025558626,0.0,0.0
2004-06-09 00:00:00+07:00,-1.039841183524464,-1.0402549946227206,-1.0385316760478127,-1.039450453895217,0.6040689331439232,0.0,0.0
2004-06-10 00:00:00+07:00,-1.039358704295181,-1.040733507495442,-1.0380452386708678,-1.039450453895217,0.40415346314925416,0.0,0.0
2004-06-11 00:00:00+07:00,-1.039841183524464,-1.040733507495442,-1.0380452386708678,-1.039450453895217,0.3352805878166871,0.0,0.0
2004-06-14 00:00:00+07:00,-1.0393586979814402,-1.040733501233605,-1.0385316698590958,-1.0399330016116235,0.38902800436159574,0.0,0.0
2004-06-15 00:00:00+07:00,-1.0403236536413594,-1.0402549851979235,-1.0385316668606692,-1.0389678904474062,0.6079806130403073,0.0,0.0
2004-06-16 00:00:00+07:00,-1.0388762250658983,-1.0402549946227206,-1.0380452386708678,-1.039450453895217,0.24335526693101897,0.0,0.0
2004-06-17 00:00:00+07:00,-1.039841177298414,-1.0412120141932966,-1.0385316698590958,-1.0399330016116235,0.6644888115592762,0.0,0.0
2004-06-18 00:00:00+07:00,-1.0403236566153877,-1.0412120141932966,-1.0385316698590958,-1.0399330016116235,0.5653327236104659,0.0,0.0
2004-06-21 00:00:00+07:00,-1.039841177298414,-1.0412120141932966,-1.0385316698590958,-1.0399330016116235,0.6458484951265939,0.0,0.0
2004-06-22 00:00:00+07:00,-1.039841177298414,-1.040733501233605,-1.0380452323937406,-1.0399330016116235,0.032605370775377694,0.0,0.0
2004-06-23 00:00:00+07:00,-1.039358704295181,-1.040733507495442,-1.0380452386708678,-1.039450453895217,0.766226770034016,0.0,0.0
2004-06-24 00:00:00+07:00,-1.039358704295181,-1.040733507495442,-1.0380452386708678,-1.039450453895217,0.4543470346794373,0.0,0.0
2004-06-25 00:00:00+07:00,-1.0393586949224396,-1.0402549851979235,-1.0375587918442895,-1.0389678904474062,0.37962642441000094,0.0,0.0
2004-06-28 00:00:00+07:00,-1.0388762155629796,-1.0402549851979235,-1.0375587918442895,-1.0389678904474062,0.5621488654306694,0.0,0.0
2004-06-29 00:00:00+07:00,-1.038876208902966,-1.039776465500349,-1.0370723476214485,-1.0384853296214962,0.30095654920502474,0.0,0.0
2004-06-30 00:00:00+07:00,-1.0383937384003086,-1.0392979614024387,-1.0370723565209803,-1.0380027845269904,0.6004710033115412,0.0,0.0
2004-07-01 00:00:00+07:00,-1.0346216297739255,-1.0360353754311233,-1.0338884045656733,-1.0352610026494944,0.47512044258148173,22.5,0.0
2004-07-02 00:00:00+07:00,-1.035169901122338,-1.0360353748452207,-1.03333563415165,-1.0347126452252349,0.7818809960860379,0.0,0.0
2004-07-05 00:00:00+07:00,-1.034621629183166,-1.0360353748452207,-1.0327828643166876,-1.0347126452252349,-6.175100444806386,0.0,0.0
2004-07-06 00:00:00+07:00,-1.0340733478881705,-1.0344040711668354,-1.0327828550133247,-1.0330675650867542,0.9631087911229167,0.0,0.0
2004-07-07 00:00:00+07:00,-1.0335250758208365,-1.0338603063246414,-1.032230085049149,-1.0330675650867542,0.6952730762052994,0.0,0.0
2004-07-08 00:00:00+07:00,-1.0329768037535025,-1.0338603063246414,-1.0316773150849734,-1.0330675650867542,0.5926002947446529,0.0,0.0
2004-07-09 00:00:00+07:00,-1.033525080483418,-1.0338603110738724,-1.0316773197858056,-1.0325192129062963,0.6939711743739684,0.0,0.0
2004-07-12 00:00:00+07:00,-1.0324285364747656,-1.032772781514464,-1.0311245498851547,-1.0325192129062963,0.7729921118623494,0.0,0.0
2004-07-13 00:00:00+07:00,-1.0324285256142873,-1.0333165353812455,-1.031124539079653,-1.031970844994434,0.32905696739543644,0.0,0.0
2004-07-14 00:00:00+07:00,-1.0324285316861685,-1.0338603063246414,-1.0316773150849734,-1.0330675650867542,0.5380931575189507,0.0,0.0
2004-07-15 00:00:00+07:00,-1.0335250758208365,-1.0344040711668354,-1.032230085049149,-1.0330675650867542,0.33286635346190846,0.0,0.0
2004-07-16 00:00:00+07:00,-1.033525080483418,-1.0338603110738724,-1.0316773197858056,-1.0325192129062963,0.3473290759452164,0.0,0.0
2004-07-19 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,-0.05706804969651492,0.0,0.0
2004-07-20 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,0.4110135252302456,0.0,0.0
2004-07-21 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,0.3974336705645583,0.0,0.0
2004-07-22 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,0.061113256601815893,0.0,0.0
2004-07-23 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,-0.41552025948102855,0.0,0.0
2004-07-26 00:00:00+07:00,-1.0329768037535025,-1.0344040711668354,-1.032230085049149,-1.0330675650867542,0.8003976600122376,0.0,0.0
2004-07-27 00:00:00+07:00,-1.0335250758208365,-1.0344040711668354,-1.032230085049149,-1.0330675650867542,0.5528841766530505,0.0,0.0
2004-07-28 00:00:00+07:00,-1.0329768037535025,-1.0344040711668354,-1.0316773150849734,-1.0330675650867542,0.41840646081748845,0.0,0.0
2004-07-29 00:00:00+07:00,-1.0329768037535025,-1.0344040711668354,-1.0316773150849734,-1.0330675650867542,0.039145543001732716,0.0,0.0
2004-07-30 00:00:00+07:00,-1.0329768037535025,-1.0344040711668354,-1.0316773150849734,-1.0330675650867542,0.5093595541710446,0.0,0.0
2004-08-02 00:00:00+07:00,-1.0335250788967236,-1.0344040742586609,-1.0316773181860945,-1.0336159251329144,-0.22623995568699276,0.0,0.0
2004-08-03 00:00:00+07:00,-1.0335250758208365,-1.0338603063246414,-1.0316773150849734,-1.0330675650867542,0.639644381905087,0.0,0.0
2004-08-04 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,0.5537863432890326,0.0,0.0
2004-08-05 00:00:00+07:00,-1.0329768084790918,-1.0338603110738724,-1.0311245498851547,-1.0325192129062963,0.3288223780595046,0.0,0.0
2004-08-06 00:00:00+07:00,-1.0329768037535025,-1.0338603063246414,-1.031124545120798,-1.0330675650867542,0.3101013153370584,0.0,0.0
2004-08-09 00:00:00+07:00,-1.0335250740846649,-1.0349478342871306,-1.0327828533102181,-1.0341642773133726,0.6786046482249262,0.0,0.0
2004-08-10 00:00:00+07:00,-1.0340733461754605,-1.0354915991525935,-1.0322300833223885,-1.0341642773133726,0.2555742506090954,0.0,0.0
2004-08-11 00:00:00+07:00,-1.0335250788967236,-1.0349478390596305,-1.0316773181860945,-1.0336159251329144,0.35568300391965973,0.0,0.0
2004-08-12 00:00:00+07:00,-1.0335250740846649,-1.0349478342871306,-1.0322300833223885,-1.0341642773133726,-0.4777965299717258,0.0,0.0
2004-08-13 00:00:00+07:00,-1.0340733461754605,-1.0349478342871306,-1.0322300833223885,-1.0341642773133726,0.272137303362544,0.0,0.0
2004-08-16 00:00:00+07:00,-1.034073357243994,-1.0354916101301348,-1.0327828643166876,-1.0347126452252349,0.3542560825344138,0.0,0.0
2004-08-17 00:00:00+07:00,-1.034621629183166,-1.0360353748452207,-1.0327828643166876,-1.0347126452252349,-6.175100444806386,0.0,0.0
2004-08-18 00:00:00+07:00,-1.0340733509224915,-1.0349478390596305,-1.032230088108363,-1.0336159251329144,0.5274342676857388,0.0,0.0
2004-08-19 00:00:00+07:00,-1.0335250788967236,-1.0349478390596305,-1.032230088108363,-1.0336159251329144,0.017615514601532663,0.0,0.0
2004-08-20 00:00:00+07:00,-1.0340733461754605,-1.0349478342871306,-1.0322300833223885,-1.0341642773133726,-0.7300965440285765,0.0,0.0
2004-08-23 00:00:00+07:00,-1.0340733461754605,-1.0349478342871306,-1.0322300833223885,-1.0341642773133726,-0.13844213952902046,0.0,0.0
2004-08-24 00:00:00+07:00,-1.0340733461754605,-1.0354915991525935,-1.0327828533102181,-1.0341642773133726,0.6582375244499327,0.0,0.0
2004-08-25 00:00:00+07:00,-1.034073357243994,-1.0354916101301348,-1.03333563415165,-1.0347126452252349,-0.32194566426927046,0.0,0.0
2004-08-26 00:00:00+07:00,-1.035169901122338,-1.0360353748452207,-1.03333563415165,-1.0347126452252349,-0.23090470708431796,0.0,0.0
