MAE,RMSE,MAPE,R2,Coverage,AvgPrice,MAE_pct,RMSE_pct
463.1709855263101,551.7582069104993,5.332311727855672,-0.43023950875112216,32.6530612244898,8873.016422193878,5.21999468374465,6.218383700163102
