Date,original,trend,seasonal,residual
2008-03-16 00:00:00+07:00,491.0439819335937,462.7358185988207,1.0114865721051332,1.0491247998618969
2008-03-23 00:00:00+07:00,438.5606384277344,462.8213108356183,1.0078793409496,0.9401729656553487
2008-03-30 00:00:00+07:00,455.0965087890625,462.92354255089407,1.0102819476564604,0.9730869384385803
2008-04-06 00:00:00+07:00,450.7827575683594,463.14236919696526,1.0111640896356393,0.9625673916946982
2008-04-13 00:00:00+07:00,410.52141723632815,462.51284555288464,1.0038989873206252,0.8841419647428589
2008-04-20 00:00:00+07:00,438.56055908203126,461.0921792250413,1.0194923719450684,0.9329488531354082
2008-04-27 00:00:00+07:00,434.24689331054685,459.38364786001347,1.0174751153069643,0.9290463719286322
2008-05-04 00:00:00+07:00,420.58673095703125,456.6836699852576,1.0061289181775,0.915348455175018
2008-05-11 00:00:00+07:00,454.3776000976562,454.03248625535224,1.0009563388652047,0.9998039568766758
2008-05-18 00:00:00+07:00,454.37758178710936,452.37346302912783,0.9959866098803751,1.0084776448143267
2008-05-25 00:00:00+07:00,431.3710428873698,450.66699312650246,0.99284573255312,0.9640808657386274
2008-06-01 00:00:00+07:00,404.05087280273443,448.71165460439835,0.9695933816007563,0.9287077229230027
2008-06-08 00:00:00+07:00,391.8286743164063,446.48607142521786,0.9647796141529432,0.9096203784632941
2008-06-15 00:00:00+07:00,380.74114379882815,444.21464205521806,0.9648274242133081,0.8883565348131782
2008-06-22 00:00:00+07:00,368.3873718261719,442.74671946794564,0.9652321143830931,0.8620205503411142
2008-06-29 00:00:00+07:00,348.49445190429685,441.7477945083227,0.9642269824076921,0.8181674511996805
2008-07-06 00:00:00+07:00,378.7022216796875,440.7844459240254,0.9662654612413099,0.889150210730734
2008-07-13 00:00:00+07:00,405.96282348632815,440.1477018013979,0.9715729513632988,0.9493195185252549
2008-07-20 00:00:00+07:00,394.9112243652344,439.1868909297845,0.9679234781723345,0.9289858194177565
2008-07-27 00:00:00+07:00,428.0660766601562,437.8901920514229,0.9876436121857545,0.9897951813714329
2008-08-03 00:00:00+07:00,439.3019332885742,436.3497451684414,0.9971640565608663,1.0096288969323686
2008-08-10 00:00:00+07:00,442.0648498535156,434.45872547443093,1.0011296191604957,1.016359029048027
2008-08-17 00:00:00+07:00,436.170654296875,432.65308398711375,1.0006839173847717,1.0074412262666024
2008-08-24 00:00:00+07:00,435.6180648803711,430.48540063515685,1.002648869933417,1.0092495984515113
2008-08-31 00:00:00+07:00,454.5900146484375,427.65532562060235,0.9974586174576945,1.0656905642910333
2008-09-07 00:00:00+07:00,484.0609191894531,424.75962997827776,0.999749814599206,1.1398965916218764
2008-09-14 00:00:00+07:00,439.1177001953125,422.64142540662715,0.9989470889551479,1.0400791616141856
